# freq,start,dur
1.472529999999999859e+02,2.076200000000000000e+04,4.100000000000000000e+01
1.842959999999999923e+02,2.085100000000000000e+04,2.100000000000000000e+01
1.827580000000000098e+02,2.087500000000000000e+04,9.000000000000000000e+00
1.839919999999999902e+02,2.089600000000000000e+04,3.900000000000000000e+01
2.324099999999999966e+02,2.094900000000000000e+04,1.000000000000000000e+01
2.456539999999999964e+02,2.098800000000000000e+04,1.500000000000000000e+01
1.824809999999999945e+02,2.101100000000000000e+04,1.000000000000000000e+01
1.473789999999999907e+02,2.103700000000000000e+04,3.800000000000000000e+01
1.842410000000000139e+02,2.112600000000000000e+04,4.200000000000000000e+01
1.654060000000000059e+02,2.121300000000000000e+04,1.800000000000000000e+01
1.653580000000000041e+02,2.123700000000000000e+04,1.700000000000000000e+01
1.648859999999999957e+02,2.125700000000000000e+04,1.600000000000000000e+01
2.191750000000000114e+02,2.134400000000000000e+04,2.100000000000000000e+01
1.638990000000000009e+02,2.136900000000000000e+04,1.900000000000000000e+01
1.093490000000000038e+02,2.139700000000000000e+04,4.100000000000000000e+01
1.380850000000000080e+02,2.148300000000000000e+04,4.400000000000000000e+01
1.662940000000000111e+02,2.157200000000000000e+04,2.400000000000000000e+01
1.648969999999999914e+02,2.160000000000000000e+04,1.500000000000000000e+01
1.652179999999999893e+02,2.162000000000000000e+04,2.200000000000000000e+01
2.180840000000000032e+02,2.170500000000000000e+04,1.700000000000000000e+01
1.645970000000000084e+02,2.173300000000000000e+04,1.200000000000000000e+01
1.092960000000000065e+02,2.175900000000000000e+04,2.500000000000000000e+01
1.110150000000000006e+02,2.178900000000000000e+04,1.100000000000000000e+01
1.380080000000000098e+02,2.184400000000000000e+04,4.400000000000000000e+01
1.651390000000000100e+02,2.193600000000000000e+04,8.000000000000000000e+00
1.653789999999999907e+02,2.196000000000000000e+04,2.100000000000000000e+01
1.647119999999999891e+02,2.198300000000000000e+04,3.200000000000000000e+01
2.473410000000000082e+02,2.207200000000000000e+04,1.600000000000000000e+01
1.841920000000000073e+02,2.209600000000000000e+04,1.800000000000000000e+01
1.226299999999999955e+02,2.211900000000000000e+04,4.200000000000000000e+01
1.469339999999999975e+02,2.220500000000000000e+04,4.400000000000000000e+01
1.841020000000000039e+02,2.229700000000000000e+04,1.700000000000000000e+01
1.841129999999999995e+02,2.231800000000000000e+04,1.900000000000000000e+01
1.841639999999999873e+02,2.234200000000000000e+04,3.000000000000000000e+01
1.805519999999999925e+02,2.245700000000000000e+04,9.000000000000000000e+00
1.473420000000000130e+02,2.248200000000000000e+04,1.700000000000000000e+01
1.844149999999999920e+02,2.256700000000000000e+04,3.400000000000000000e+01
1.842529999999999859e+02,2.260700000000000000e+04,8.000000000000000000e+00
1.648089999999999975e+02,2.265900000000000000e+04,5.100000000000000000e+01
2.191080000000000041e+02,2.279600000000000000e+04,1.700000000000000000e+01
1.642949999999999875e+02,2.282200000000000000e+04,1.200000000000000000e+01
1.091350000000000051e+02,2.284500000000000000e+04,4.000000000000000000e+01
8.450700000000000500e+01,2.289100000000000000e+04,8.000000000000000000e+00
1.379000000000000057e+02,2.293000000000000000e+04,4.400000000000000000e+01
1.658890000000000100e+02,2.301800000000000000e+04,2.200000000000000000e+01
1.652510000000000048e+02,2.304600000000000000e+04,5.400000000000000000e+01
2.458779999999999859e+02,2.315500000000000000e+04,1.300000000000000000e+01
1.837649999999999864e+02,2.317900000000000000e+04,1.600000000000000000e+01
1.225870000000000033e+02,2.320400000000000000e+04,4.700000000000000000e+01
1.470740000000000123e+02,2.328600000000000000e+04,4.700000000000000000e+01
1.854269999999999925e+02,2.338000000000000000e+04,1.700000000000000000e+01
1.847829999999999870e+02,2.340300000000000000e+04,2.100000000000000000e+01
1.824879999999999995e+02,2.345400000000000000e+04,4.000000000000000000e+00
2.372520000000000095e+02,2.347400000000000000e+04,6.000000000000000000e+00
2.462479999999999905e+02,2.351500000000000000e+04,1.400000000000000000e+01
1.829240000000000066e+02,2.353600000000000000e+04,1.700000000000000000e+01
1.228059999999999974e+02,2.356200000000000000e+04,4.900000000000000000e+01
1.468609999999999900e+02,2.364900000000000000e+04,5.000000000000000000e+01
1.839149999999999920e+02,2.374300000000000000e+04,1.800000000000000000e+01
1.836040000000000134e+02,2.376400000000000000e+04,1.700000000000000000e+01
1.841160000000000139e+02,2.378500000000000000e+04,3.000000000000000000e+01
2.181479999999999961e+02,2.387500000000000000e+04,1.400000000000000000e+01
1.637400000000000091e+02,2.389800000000000000e+04,1.400000000000000000e+01
1.093110000000000070e+02,2.392700000000000000e+04,4.100000000000000000e+01
1.379519999999999982e+02,2.400800000000000000e+04,5.100000000000000000e+01
1.649730000000000132e+02,2.410100000000000000e+04,1.800000000000000000e+01
1.646189999999999998e+02,2.412500000000000000e+04,1.900000000000000000e+01
1.647319999999999993e+02,2.414700000000000000e+04,3.500000000000000000e+01
2.190639999999999930e+02,2.423600000000000000e+04,1.100000000000000000e+01
1.635999999999999943e+02,2.425700000000000000e+04,1.500000000000000000e+01
1.114530000000000030e+02,2.427900000000000000e+04,3.700000000000000000e+01
8.441700000000000159e+01,2.432800000000000000e+04,1.400000000000000000e+01
1.380169999999999959e+02,2.436300000000000000e+04,5.000000000000000000e+01
1.649989999999999952e+02,2.445300000000000000e+04,2.400000000000000000e+01
1.654900000000000091e+02,2.448100000000000000e+04,5.100000000000000000e+01
2.458530000000000086e+02,2.458600000000000000e+04,1.300000000000000000e+01
1.850399999999999920e+02,2.461100000000000000e+04,5.000000000000000000e+00
1.225079999999999956e+02,2.463500000000000000e+04,4.300000000000000000e+01
1.472040000000000077e+02,2.472000000000000000e+04,4.600000000000000000e+01
1.837129999999999939e+02,2.480600000000000000e+04,2.000000000000000000e+01
1.835639999999999930e+02,2.482900000000000000e+04,1.600000000000000000e+01
1.840509999999999877e+02,2.485300000000000000e+04,3.400000000000000000e+01
1.228419999999999987e+02,2.498800000000000000e+04,4.400000000000000000e+01
1.233250000000000028e+02,2.503900000000000000e+04,6.000000000000000000e+00
1.607460000000000093e+02,2.507200000000000000e+04,6.000000000000000000e+00
1.834840000000000089e+02,2.516300000000000000e+04,2.200000000000000000e+01
1.838839999999999861e+02,2.518900000000000000e+04,1.500000000000000000e+01
1.840689999999999884e+02,2.520900000000000000e+04,3.200000000000000000e+01
2.055320000000000107e+02,2.530100000000000000e+04,1.700000000000000000e+01
1.642410000000000139e+02,2.532200000000000000e+04,1.000000000000000000e+01
1.091099999999999994e+02,2.534700000000000000e+04,4.200000000000000000e+01
2.191829999999999927e+02,2.539400000000000000e+04,2.200000000000000000e+01
1.381769999999999925e+02,2.544200000000000000e+04,3.600000000000000000e+01
1.657079999999999984e+02,2.552300000000000000e+04,1.900000000000000000e+01
1.650269999999999868e+02,2.554900000000000000e+04,1.300000000000000000e+01
1.650310000000000059e+02,2.556800000000000000e+04,2.500000000000000000e+01
2.176860000000000070e+02,2.565900000000000000e+04,8.000000000000000000e+00
1.630999999999999943e+02,2.568000000000000000e+04,1.200000000000000000e+01
